oblast_id,raion_id,hromada_id,hromada_name,hromada_geo_id,has_adm3_geometry,parent_link_status
UA12,UA1204,UA12040230000099388,Саксаганська територіальна громада,1204023,1,linked
UA12,UA1206,UA12060010000090992,Апостолівська територіальна громада,1206001,1,linked
UA12,UA1206,UA12060030000081794,Вакулівська територіальна громада,1206003,1,linked
UA12,UA1206,UA12060050000031212,Глеюватська територіальна громада,1206005,1,linked
UA12,UA1206,UA12060070000012840,Гречаноподівська територіальна громада,1206007,1,linked
UA12,UA1206,UA12060090000074553,Грушівська територіальна громада,1206009,1,linked
UA12,UA1206,UA12060110000015305,Девладівська територіальна громада,1206011,1,linked
UA12,UA1206,UA12060130000012028,Зеленодольська територіальна громада,1206013,1,linked
UA12,UA1206,UA12060150000015198,Карпівська територіальна громада,1206015,1,linked
UA12,UA1206,UA12060170000091033,Криворізька територіальна громада,1206017,1,linked
UA12,UA1206,UA12060190000043514,Лозуватська територіальна громада,1206019,1,linked
UA12,UA1206,UA12060210000077302,Нивотрудівська територіальна громада,1206021,1,linked
UA12,UA1206,UA12060230000032833,Новолатівська територіальна громада,1206023,1,linked
UA12,UA1206,UA12060250000064393,Новопільська територіальна громада,1206025,1,linked
UA12,UA1206,UA12060270000017282,Софіївська територіальна громада,1206027,1,linked
UA12,UA1206,UA12060290000039013,Широківська територіальна громада,1206029,1,linked
UA12,UA1208,UA12080010000029838,Марганецька територіальна громада,1208001,1,linked
UA12,UA1208,UA12080030000022466,Мирівська територіальна громада,1208003,1,linked
UA12,UA1208,UA12080050000062712,Нікопольська територіальна громада,1208005,1,linked
UA12,UA1208,UA12080070000077032,Першотравневська територіальна громада,1208007,1,linked
UA12,UA1208,UA12080090000039979,Покровська територіальна громада,1208009,1,linked
UA12,UA1208,UA12080110000055958,Покровська територіальна громада,1208011,1,linked
UA12,UA1208,UA12080130000071360,Томаківська територіальна громада,1208013,1,linked
UA12,UA1208,UA12080150000061416,Червоногригорівська територіальна громада,1208015,1,linked
UA12,UA1210,UA12100010000093577,Губиниська територіальна громада,1210001,1,linked
UA12,UA1210,UA12100030000084605,Личківська територіальна громада,1210003,1,linked
UA12,UA1210,UA12100050000045992,Магдалинівська територіальна громада,1210005,1,linked
UA12,UA1210,UA12100070000011492,Новомосковська територіальна громада,1210007,1,linked
UA12,UA1210,UA12100090000022751,Перещепинська територіальна громада,1210009,1,linked
UA12,UA1210,UA12100110000043499,Піщанська територіальна громада,1210011,1,linked
UA12,UA1210,UA12100130000095653,Черкаська територіальна громада,1210013,1,linked
UA12,UA1210,UA12100150000039396,Чернеччинська територіальна громада,1210015,1,linked
UA12,UA1212,UA12120010000087180,Богданівська територіальна громада,1212001,1,linked
UA12,UA1212,UA12120030000075687,Вербківська територіальна громада,1212003,1,linked
UA12,UA1212,UA12120050000027007,Межиріцька територіальна громада,1212005,1,linked
UA12,UA1212,UA12120070000057518,Павлоградська територіальна громада,1212007,1,linked
UA12,UA1212,UA12120090000031622,Тернівська територіальна громада,1212009,1,linked
UA12,UA1212,UA12120110000010894,Троїцька територіальна громада,1212011,1,linked
UA12,UA1212,UA12120130000021632,Юр’ївська територіальна громада,1212013,1,linked
UA12,UA1214,UA12140010000024967,Брагинівська територіальна громада,1214001,1,linked
UA12,UA1214,UA12140030000091432,Васильківська територіальна громада,1214003,1,linked
UA12,UA1214,UA12140050000051356,Великомихайлівська територіальна громада,1214005,1,linked
UA12,UA1214,UA12140070000025486,Дубовиківська територіальна громада,1214007,1,linked
UA12,UA1214,UA12140090000053443,Зайцівська територіальна громада,1214009,1,linked
UA12,UA1214,UA12140110000060935,Іларіонівська територіальна громада,1214011,1,linked
UA12,UA1214,UA12140130000052990,Маломихайлівська територіальна громада,1214013,1,linked
UA12,UA1214,UA12140150000054570,Межівська територіальна громада,1214015,1,linked
UA12,UA1214,UA12140170000037152,Миколаївська територіальна громада,1214017,1,linked
UA12,UA1214,UA12140190000047361,Новопавлівська територіальна громада,1214019,1,linked
UA12,UA1214,UA12140210000089021,Першотравенська територіальна громада,1214021,1,linked
UA12,UA1214,UA12140230000057328,Петропавлівська територіальна громада,1214023,1,linked
UA12,UA1214,UA12140250000015858,Покровська територіальна громада,1214025,1,linked
UA12,UA1214,UA12140270000072109,Раївська територіальна громада,1214027,1,linked
UA12,UA1214,UA12140290000032227,Роздорська територіальна громада,1214029,1,linked
UA12,UA1214,UA12140310000078816,Синельниківська територіальна громада,1214031,1,linked
UA12,UA1214,UA12140330000063909,Славгородська територіальна громада,1214033,1,linked
UA12,UA1214,UA12140350000058140,Слов’янська територіальна громада,1214035,1,linked
UA12,UA1214,UA12140370000059352,Українська територіальна громада,1214037,1,linked
UA14,UA1402,UA14020010000088496,Бахмутська територіальна громада,1402001,1,linked
UA14,UA1402,UA14020030000023064,Званівська територіальна громада,1402003,1,linked
UA14,UA1402,UA14020050000019803,Світлодарська територіальна громада,1402005,1,linked
UA14,UA1402,UA14020070000070354,Сіверська територіальна громада,1402007,1,linked
UA14,UA1402,UA14020090000073988,Соледарська територіальна громада,1402009,1,linked
UA14,UA1402,UA14020110000075529,Торецька територіальна громада,1402011,1,linked
UA14,UA1402,UA14020130000080900,Часовоярська територіальна громада,1402013,1,linked
UA14,UA1404,UA14040010000017239,Великоновосілківська територіальна громада,1404001,1,linked
UA14,UA1404,UA14040030000025138,Волноваська територіальна громада,1404003,1,linked
UA14,UA1404,UA14040050000064688,Вугледарська територіальна громада,1404005,1,linked
UA14,UA1404,UA14040070000032181,Комарська територіальна громада,1404007,1,linked
UA14,UA1404,UA14040090000061195,Мирненська територіальна громада,1404009,1,linked
UA14,UA1404,UA14040110000019914,Ольгинська територіальна громада,1404011,1,linked
UA14,UA1404,UA14040130000068575,Старомлинівська територіальна громада,1404013,1,linked
UA14,UA1404,UA14040150000099558,Хлібодарівська територіальна громада,1404015,1,linked
UA14,UA1406,UA14060010000010738,Вуглегірська територіальна громада,1406001,1,linked
UA14,UA1406,UA14060030000084305,Горлівська територіальна громада,1406003,1,linked
UA14,UA1406,UA14060050000034979,Дебальцівська територіальна громада,1406005,1,linked
UA14,UA1406,UA14060070000066382,Єнакієвська територіальна громада,1406007,1,linked
UA14,UA1406,UA14060090000054042,Жданівська територіальна громада,1406009,1,linked
UA14,UA1406,UA14060110000052135,Сніжнянська територіальна громада,1406011,1,linked
UA14,UA1406,UA14060130000085167,Хрестівська територіальна громада,1406013,1,linked
UA14,UA1406,UA14060150000032950,Чистяківська територіальна громада,1406015,1,linked
UA14,UA1406,UA14060170000097532,Шахтарська територіальна громада,1406017,1,linked
UA14,UA1408,UA14080010000095044,Амвросіївська територіальна громада,1408001,1,linked
UA14,UA1408,UA14080030000053877,Донецька територіальна громада,1408003,1,linked
